"","user_rating_ver","size_bytes","price","price_degree","avg_rating_count_ver","rating_count_ver","sup_devices_num","cont_rating","ipad_sc_urls_num","lang_num","vpp_lic","cont_rating_degree"
"1386",1,49332224,0,"Low",0.135135135135135,5,37,4,0,1,TRUE,"Low"
"1387",4.5,222380032,2.99,"Low",5.27027027027027,195,37,9,5,13,TRUE,"Middle"
"1388",3,41123840,0,"Low",0.405405405405405,15,37,12,1,1,TRUE,"Middle"
"1389",4.5,320535552,0,"Low",9.42105263157895,358,38,12,5,33,TRUE,"Middle"
"1390",4.5,171828224,0,"Low",61.7368421052632,2346,38,12,5,14,TRUE,"Middle"
"1391",4.5,50043904,0,"Low",2.13513513513514,79,37,4,5,5,TRUE,"Low"
"1392",0,26168320,1.99,"Low",0,0,37,4,4,1,TRUE,"Low"
"1393",0,52120576,0.99,"Low",0,0,38,17,3,3,TRUE,"High"
"1394",4.5,109300736,0,"Low",4.45945945945946,165,37,4,5,1,TRUE,"Low"
"1395",3,95385600,0,"Low",4.40540540540541,163,37,17,5,37,TRUE,"High"
"1396",5,580818944,2.99,"Low",0.1,4,40,9,5,1,TRUE,"Middle"
"1397",4.5,104803328,2.99,"Low",23.8918918918919,884,37,4,0,11,TRUE,"Low"
"1398",4,384385024,2.99,"Low",5.86046511627907,252,43,4,5,1,TRUE,"Low"
"1399",4,60891136,0.99,"Low",0.976744186046512,42,43,4,5,15,TRUE,"Low"
"1400",4.5,22585344,2.99,"Low",19,760,40,4,5,9,TRUE,"Low"
"1401",4,131464192,0,"Low",56.2368421052632,2137,38,9,5,14,TRUE,"Middle"
"1402",4,177562624,4.99,"Low",0.324324324324324,12,37,9,5,1,TRUE,"Middle"
"1403",0,72673280,0,"Low",0,0,37,4,5,2,TRUE,"Low"
"1404",5,85463040,4.99,"Low",7.31578947368421,278,38,4,5,1,TRUE,"Low"
"1405",4.5,1281059840,4.99,"Low",7.44186046511628,320,43,12,4,1,TRUE,"Middle"
"1406",4,78690304,2.99,"Low",7.18421052631579,273,38,9,5,8,TRUE,"Middle"
"1407",4.5,6398976,2.99,"Low",0.0540540540540541,2,37,4,5,18,TRUE,"Low"
"1408",4.5,108107776,0,"Low",18.6052631578947,707,38,12,5,1,TRUE,"Middle"
"1409",0,83532800,0,"Low",0,0,38,17,0,1,TRUE,"High"
"1410",3.5,109510656,0,"Low",10.05,402,40,4,4,16,TRUE,"Low"
"1411",4,33780714,0.99,"Low",0.0232558139534884,1,43,4,5,1,TRUE,"Low"
"1412",4,79953920,0,"Low",1.18918918918919,44,37,12,5,31,TRUE,"Middle"
"1413",1.5,5086208,0.99,"Low",0.108108108108108,4,37,4,4,31,TRUE,"Low"
"1414",5,50371584,0.99,"Low",0.027027027027027,1,37,4,0,7,TRUE,"Low"
"1415",4.5,7477248,2.99,"Low",0.189189189189189,7,37,4,0,1,TRUE,"Low"
"1416",5,20605952,3.99,"Low",0.105263157894737,4,38,4,0,1,TRUE,"Low"
"1417",4.5,47127849,0.99,"Low",20.8139534883721,895,43,9,5,1,TRUE,"Middle"
"1418",3,2023336960,4.99,"Low",4.35135135135135,161,37,4,5,11,TRUE,"Low"
"1419",4.5,28681216,2.99,"Low",3.16666666666667,76,24,4,5,6,TRUE,"Low"
"1420",4.5,106917888,0,"Low",6.725,269,40,9,5,6,TRUE,"Middle"
"1421",3,32719872,2.99,"Low",0.027027027027027,1,37,4,5,1,TRUE,"Low"
"1422",4.5,1433910272,0,"Low",6.81081081081081,252,37,4,5,11,TRUE,"Low"
"1423",5,34965504,1.99,"Low",0.027027027027027,1,37,4,5,1,TRUE,"Low"
"1424",2.5,129395712,0,"Low",0.756756756756757,28,37,4,5,31,TRUE,"Low"
"1425",0,89853952,0,"Low",0,0,40,9,5,16,TRUE,"Middle"
"1426",4.5,12316672,0.99,"Low",2.6046511627907,112,43,17,5,1,TRUE,"High"
"1427",5,87569408,4.99,"Low",0.27027027027027,10,37,4,4,4,TRUE,"Low"
"1428",4.5,19643392,0,"Low",0.447368421052632,17,38,12,5,13,TRUE,"Middle"
"1429",4,35957760,2.99,"Low",0.405405405405405,15,37,4,5,6,TRUE,"Low"
"1430",4.5,86776832,0,"Low",502,19076,38,4,5,10,TRUE,"Low"
"1431",4.5,112073728,0,"Low",0.27027027027027,10,37,4,5,22,TRUE,"Low"
"1432",2,34676736,0.99,"Low",0.027027027027027,1,37,17,5,26,TRUE,"High"
"1433",0,109486080,4.99,"Low",0,0,38,4,5,1,TRUE,"Low"
"1434",0,124673024,0,"Low",0,0,37,17,4,34,TRUE,"High"
"1435",2,698800,0.99,"Low",0.674418604651163,29,43,4,0,1,TRUE,"Low"
"1436",5,52582400,0,"Low",26.9459459459459,997,37,4,4,1,TRUE,"Low"
"1437",4.5,44860416,2.99,"Low",0.666666666666667,16,24,4,5,1,TRUE,"Low"
"1438",4,56131584,1.99,"Low",0.594594594594595,22,37,4,3,23,TRUE,"Low"
"1439",3.5,26227712,0,"Low",0.416666666666667,10,24,4,5,1,TRUE,"Low"
"1440",5,2664228864,17.99,"High",11.6875,187,16,9,0,2,TRUE,"Middle"
"1441",4.5,260040704,0,"Low",3.375,81,24,4,5,1,TRUE,"Low"
"1442",4.5,69435392,0,"Low",29.972972972973,1109,37,12,5,3,TRUE,"Middle"
"1443",4.5,45243392,0.99,"Low",0.236842105263158,9,38,4,0,3,TRUE,"Low"
"1444",3,54710272,0,"Low",0.135135135135135,5,37,4,5,1,TRUE,"Low"
"1445",2.5,1131319296,2.99,"Low",0.184210526315789,7,38,4,5,1,TRUE,"Low"
"1446",3.5,94449664,0,"Low",0.0540540540540541,2,37,4,3,21,TRUE,"Low"
"1447",0,113008640,3.99,"Low",0,0,38,4,0,1,TRUE,"Low"
"1448",0,114601984,3.99,"Low",0,0,38,4,0,1,TRUE,"Low"
"1449",0,113598464,3.99,"Low",0,0,38,4,0,1,TRUE,"Low"
"1450",4.5,177914880,5.99,"Normal",0.157894736842105,6,38,4,5,8,TRUE,"Low"
"1451",4,95381504,0,"Low",0.621621621621622,23,37,4,5,13,TRUE,"Low"
"1452",5,151453696,1.99,"Low",5.60526315789474,213,38,4,5,11,TRUE,"Low"
"1453",2,147821568,3.99,"Low",0.025,1,40,4,5,1,TRUE,"Low"
"1454",4.5,46732288,0,"Low",11.1081081081081,411,37,4,5,31,TRUE,"Low"
"1455",3,236914688,0,"Low",0.157894736842105,6,38,12,5,1,TRUE,"Middle"
"1456",4.5,53692416,2.99,"Low",1,40,40,4,5,1,TRUE,"Low"
"1457",4,165738053,1.99,"Low",0.512820512820513,20,39,4,5,2,TRUE,"Low"
"1458",4.5,132160512,0,"Low",9.225,369,40,4,4,16,TRUE,"Low"
"1459",4.5,95711232,0,"Low",25.1315789473684,955,38,4,5,19,TRUE,"Low"
"1460",5,114601984,0,"Low",0.184210526315789,7,38,12,0,1,TRUE,"Middle"
"1461",4,274991104,0,"Low",0.947368421052632,36,38,12,5,1,TRUE,"Middle"
"1462",4.5,25939813,0.99,"Low",30.5813953488372,1315,43,9,5,16,TRUE,"Middle"
"1463",4,126720000,0,"Low",3.08108108108108,114,37,17,0,42,TRUE,"High"
"1464",4.5,61317120,0,"Low",1.2972972972973,48,37,4,0,29,TRUE,"Low"
"1465",0,111135744,0,"Low",0,0,38,12,4,3,TRUE,"Middle"
"1466",4.5,22982656,0.99,"Low",792.558139534884,34080,43,12,5,1,TRUE,"Middle"
"1467",4,69922816,4.99,"Low",0.384615384615385,10,26,4,5,1,TRUE,"Low"
"1468",2.5,90030080,1.99,"Low",0.351351351351351,13,37,9,5,1,TRUE,"Middle"
"1469",4.5,33219584,2.99,"Low",48.4736842105263,1842,38,4,4,1,TRUE,"Low"
"1470",0,19196928,0,"Low",0,0,37,17,0,1,TRUE,"High"
"1471",3.5,66697216,1.99,"Low",0.945945945945946,35,37,4,4,1,TRUE,"Low"
"1472",0,131750912,0,"Low",0,0,38,17,0,2,TRUE,"High"
"1473",0,96665600,4.99,"Low",0,0,26,4,5,2,TRUE,"Low"
"1474",5,186856448,4.99,"Low",0.105263157894737,4,38,4,5,4,TRUE,"Low"
"1475",4.5,110111744,0,"Low",7.21621621621622,267,37,17,5,1,TRUE,"High"
"1476",3,71500800,0,"Low",0.162162162162162,6,37,4,5,1,TRUE,"Low"
"1477",3.5,62664704,4.99,"Low",0.916666666666667,22,24,4,5,10,TRUE,"Low"
"1478",5,90521600,3.99,"Low",4.5,171,38,4,5,1,TRUE,"Low"
"1479",4.5,125091840,1.99,"Low",2.9,116,40,4,5,17,TRUE,"Low"
"1480",0,583263232,299.99,"High",0,0,24,4,5,1,TRUE,"Low"
"1481",4.5,41161832,0.99,"Low",19.4186046511628,835,43,4,5,1,TRUE,"Low"
"1482",0,32113664,0,"Low",0,0,37,4,0,1,TRUE,"Low"
"1483",3.5,88150016,0,"Low",0.783783783783784,29,37,12,4,9,TRUE,"Middle"
"1484",5,107464704,0,"Low",0.075,3,40,4,5,1,TRUE,"Low"
"1485",5,338273280,0.99,"Low",44,1056,24,9,5,1,TRUE,"Middle"
"1486",4.5,59160576,0,"Low",3.75675675675676,139,37,4,5,11,TRUE,"Low"
"1487",4,77485056,2.99,"Low",0.216216216216216,8,37,4,1,1,TRUE,"Low"
"1488",0,141408256,5.99,"Normal",0,0,37,4,5,1,TRUE,"Low"
"1489",5,80195584,0,"Low",3.2972972972973,122,37,4,5,55,TRUE,"Low"
"1490",4.5,70040576,0,"Low",177.189189189189,6556,37,4,4,1,TRUE,"Low"
"1491",3.5,58736640,2.99,"Low",2.04651162790698,88,43,4,5,1,TRUE,"Low"
"1492",4,107509760,0,"Low",0.916666666666667,22,24,4,2,2,TRUE,"Low"
"1493",0,123231232,0,"Low",0,0,38,4,0,13,TRUE,"Low"
"1494",4.5,222846976,0,"Low",57.046511627907,2453,43,4,5,24,TRUE,"Low"
"1495",4,47773530,0,"Low",5.2093023255814,224,43,4,0,1,TRUE,"Low"
"1496",4,277301248,0,"Low",1.13513513513514,42,37,9,5,11,TRUE,"Middle"
"1497",1,5071872,1.99,"Low",0.027027027027027,1,37,4,5,3,TRUE,"Low"
"1498",0,27784192,0,"Low",0,0,37,17,0,2,TRUE,"High"
"1499",3.5,97378304,5.99,"Normal",0.541666666666667,13,24,4,5,6,TRUE,"Low"
"1500",3.5,189565952,1.99,"Low",0.378378378378378,14,37,4,0,9,TRUE,"Low"
"1501",1.5,108676096,0,"Low",0.108108108108108,4,37,4,0,2,TRUE,"Low"
"1502",4,7053312,2.99,"Low",1,40,40,4,5,1,TRUE,"Low"
"1503",3.5,137798656,0.99,"Low",1.25,30,24,9,5,1,TRUE,"Middle"
"1504",1,50118656,0,"Low",0.0416666666666667,1,24,4,5,1,TRUE,"Low"
"1505",3.5,76846080,0,"Low",7.95833333333333,191,24,4,5,13,TRUE,"Low"
"1506",4.5,56385536,0.99,"Low",20.7674418604651,893,43,12,0,1,TRUE,"Middle"
"1507",5,49803264,2.99,"Low",18.8076923076923,489,26,12,4,1,TRUE,"Middle"
"1508",4.5,22364160,1.99,"Low",10.05,402,40,4,5,14,TRUE,"Low"
"1509",3,77971456,0.99,"Low",0.027027027027027,1,37,4,1,1,TRUE,"Low"
"1510",3.5,25164800,0,"Low",41.7027027027027,1543,37,4,5,1,TRUE,"Low"
"1511",0,35382272,0,"Low",0,0,37,4,4,2,TRUE,"Low"
"1512",5,57138176,0,"Low",0.027027027027027,1,37,4,0,1,TRUE,"Low"
"1513",4.5,72376320,1.99,"Low",1.10526315789474,42,38,9,0,1,TRUE,"Middle"
"1514",4.5,213773594,3.99,"Low",31,1333,43,12,5,1,TRUE,"Middle"
"1515",4.5,190382080,0,"Low",10.1621621621622,376,37,4,5,1,TRUE,"Low"
"1516",3,9965568,0,"Low",0.263157894736842,10,38,4,0,1,TRUE,"Low"
"1517",4.5,874184704,0,"Low",4.5,171,38,4,5,12,TRUE,"Low"
"1518",4.5,92250112,5.99,"Normal",10.7209302325581,461,43,12,5,1,TRUE,"Middle"
"1519",4,57734144,2.99,"Low",0.7,28,40,4,5,19,TRUE,"Low"
"1520",5,57836544,4.99,"Low",40.7631578947368,1549,38,4,4,9,TRUE,"Low"
"1521",4.5,113565696,2.99,"Low",6.83333333333333,164,24,9,5,1,TRUE,"Middle"
"1522",5,42757772,1.99,"Low",0.395348837209302,17,43,4,5,1,TRUE,"Low"
"1523",4.5,103659520,7.99,"Normal",0.0526315789473684,2,38,4,5,13,TRUE,"Low"
"1524",4.5,167054336,0,"Low",1.31578947368421,50,38,4,4,20,TRUE,"Low"
"1525",3.5,177338368,0,"Low",0.189189189189189,7,37,4,0,1,TRUE,"Low"
"1526",4.5,212249600,0,"Low",0.416666666666667,10,24,4,5,1,TRUE,"Low"
"1527",5,82904064,0,"Low",0.027027027027027,1,37,12,5,6,TRUE,"Middle"
"1528",4,75883520,0,"Low",7.57894736842105,288,38,17,3,7,TRUE,"High"
"1529",5,12513280,3.99,"Low",6.97297297297297,258,37,4,5,1,TRUE,"Low"
"1530",5,139865088,0,"Low",23.2162162162162,859,37,9,5,21,TRUE,"Middle"
"1531",4.5,166305792,0,"Low",10.1081081081081,374,37,4,5,12,TRUE,"Low"
"1532",4.5,85362688,0.99,"Low",3.83783783783784,142,37,4,5,1,TRUE,"Low"
"1533",4,14442496,4.99,"Low",0.72972972972973,27,37,17,1,2,TRUE,"High"
"1534",4,2169602048,6.99,"Normal",31.1025641025641,1213,39,17,5,13,TRUE,"High"
"1535",4.5,14225408,0,"Low",51.2702702702703,1897,37,4,5,31,TRUE,"Low"
"1536",3.5,37883904,1.99,"Low",3.18918918918919,118,37,4,5,7,TRUE,"Low"
"1537",0,192774144,0,"Low",0,0,37,12,0,1,TRUE,"Middle"
"1538",0,90752000,0.99,"Low",0,0,37,4,4,1,TRUE,"Low"
"1539",0,63309824,0,"Low",0,0,38,12,4,1,TRUE,"Middle"
"1540",4.5,224983040,0,"Low",4.45945945945946,165,37,17,5,9,TRUE,"High"
"1541",4.5,130532352,0,"Low",1.64864864864865,61,37,4,5,12,TRUE,"Low"
"1542",4,797827072,0.99,"Low",21.1538461538462,825,39,12,5,1,TRUE,"Middle"
"1543",1.5,94800896,0,"Low",3.91891891891892,145,37,12,4,10,TRUE,"Middle"
"1544",4.5,255400960,0,"Low",15.2,608,40,4,5,5,TRUE,"Low"
"1545",4.5,349272064,6.99,"Normal",0.675,27,40,12,5,7,TRUE,"Middle"
"1546",4.5,65560576,0,"Low",22.3783783783784,828,37,4,3,1,TRUE,"Low"
"1547",0,84125696,0,"Low",0,0,37,4,0,2,TRUE,"Low"
"1548",4.5,123612160,0,"Low",5.86842105263158,223,38,4,5,12,TRUE,"Low"
"1549",3,36229120,0,"Low",0.5,13,26,4,5,1,TRUE,"Low"
"1550",0,32168960,0,"Low",0,0,40,17,4,16,TRUE,"High"
"1551",4.5,321376256,2.99,"Low",3.28947368421053,125,38,12,5,1,FALSE,"Middle"
"1552",4.5,137792512,0.99,"Low",1.525,61,40,9,0,1,TRUE,"Middle"
"1553",3,228352000,0,"Low",0.459459459459459,17,37,12,5,1,TRUE,"Middle"
"1554",0,47728640,9.99,"Normal",0,0,37,4,5,1,TRUE,"Low"
"1555",0,26939392,4.99,"Low",0,0,37,4,5,2,TRUE,"Low"
"1556",4.5,46211072,3.99,"Low",1.62162162162162,60,37,4,5,11,TRUE,"Low"
"1557",4.5,113020928,2.99,"Low",3.525,141,40,9,0,15,TRUE,"Middle"
"1558",0,80129024,0,"Low",0,0,37,4,0,2,TRUE,"Low"
"1559",4.5,45089792,4.99,"Low",2.85,114,40,4,5,1,TRUE,"Low"
"1560",4.5,137375744,6.99,"Normal",10.4186046511628,448,43,4,5,2,TRUE,"Low"
"1561",4.5,108322816,0,"Low",5.02702702702703,186,37,9,5,1,TRUE,"Middle"
"1562",0,68952064,0,"Low",0,0,38,4,4,2,TRUE,"Low"
"1563",0,68952064,0.99,"Low",0,0,38,4,4,2,TRUE,"Low"
"1564",0,28961792,0,"Low",0,0,38,4,0,1,TRUE,"Low"
"1565",0,22560768,0,"Low",0,0,38,4,5,1,TRUE,"Low"
"1566",4.5,17436862,0.99,"Low",271.790697674419,11687,43,9,5,1,TRUE,"Middle"
"1567",4.5,188902400,0,"Low",5.75675675675676,213,37,4,5,9,TRUE,"Low"
"1568",0,84973568,0,"Low",0,0,38,12,0,1,TRUE,"Middle"
"1569",3.5,167631872,0,"Low",0.333333333333333,8,24,17,5,2,TRUE,"High"
"1570",0,6373376,0.99,"Low",0,0,43,4,0,3,TRUE,"Low"
"1571",5,296433664,1.99,"Low",0.0263157894736842,1,38,4,5,1,TRUE,"Low"
"1572",5,217499648,2.99,"Low",7.66666666666667,184,24,9,5,15,TRUE,"Middle"
"1573",3.5,17986560,0,"Low",10.5789473684211,402,38,12,5,29,TRUE,"Middle"
"1574",4,822431744,2.99,"Low",4.275,171,40,4,5,1,TRUE,"Low"
"1575",4.5,93663232,2.99,"Low",20.2093023255814,869,43,9,5,1,TRUE,"Middle"
"1576",0,5424128,0,"Low",0,0,40,4,0,2,TRUE,"Low"
"1577",3,37122048,3.99,"Low",0.775,31,40,4,0,2,TRUE,"Low"
"1578",5,38597632,6.99,"Normal",0.216216216216216,8,37,4,5,15,TRUE,"Low"
"1579",4.5,91877376,2.99,"Low",3.78378378378378,140,37,4,4,1,TRUE,"Low"
"1580",0,98619392,0,"Low",0,0,38,12,5,2,TRUE,"Middle"
"1581",5,20587520,4.99,"Low",5.66666666666667,136,24,4,5,3,TRUE,"Low"
"1582",0,102176768,0.99,"Low",0,0,37,9,5,13,TRUE,"Middle"
"1583",5,41298944,4.99,"Low",0.0263157894736842,1,38,4,5,2,TRUE,"Low"
"1584",3.5,826970112,4.99,"Low",10.1538461538462,264,26,4,5,1,TRUE,"Low"
"1585",3.5,829255680,2.99,"Low",0.55,22,40,4,0,1,TRUE,"Low"
"1586",3.5,971752448,2.99,"Low",0.55,22,40,4,5,3,TRUE,"Low"
"1587",0,23851008,0,"Low",0,0,37,4,5,1,TRUE,"Low"
"1588",4,104692736,2.99,"Low",2.72093023255814,117,43,4,5,10,TRUE,"Low"
"1589",5,162386944,4.99,"Low",28.8378378378378,1067,37,4,5,1,TRUE,"Low"
"1590",5,25718784,0.99,"Low",0.575,23,40,4,4,16,TRUE,"Low"
"1591",2,73063424,0,"Low",0.789473684210526,30,38,4,3,25,TRUE,"Low"
"1592",0,1209344,0.99,"Low",0,0,37,4,3,2,TRUE,"Low"
"1593",4.5,99244032,0.99,"Low",0.594594594594595,22,37,4,0,8,TRUE,"Low"
"1594",5,47512576,1.99,"Low",20.972972972973,776,37,4,3,1,TRUE,"Low"
"1595",2,67424256,0,"Low",2.43243243243243,90,37,4,0,1,TRUE,"Low"
"1596",0,35096576,0.99,"Low",0,0,40,4,0,11,TRUE,"Low"
"1597",4,99796992,2.99,"Low",7.7,308,40,4,5,18,TRUE,"Low"
"1598",4.5,89782272,0,"Low",50.8378378378378,1881,37,4,5,24,TRUE,"Low"
"1599",5,54000640,0,"Low",1.43243243243243,53,37,4,5,22,TRUE,"Low"
"1600",0,81673216,0,"Low",0,0,37,17,5,1,TRUE,"High"
"1601",5,45799424,1.99,"Low",1.56756756756757,58,37,4,5,15,TRUE,"Low"
"1602",4.5,45754368,1.99,"Low",0.621621621621622,23,37,4,5,15,TRUE,"Low"
"1603",4,1139261440,4.99,"Low",40.6511627906977,1748,43,9,5,1,TRUE,"Middle"
"1604",5,46076928,0,"Low",11,407,37,12,0,1,TRUE,"Middle"
"1605",4.5,94110720,0,"Low",47.7297297297297,1766,37,4,5,1,TRUE,"Low"
"1606",0,89204736,0,"Low",0,0,37,17,0,1,TRUE,"High"
"1607",3.5,36946944,0,"Low",0.216216216216216,8,37,4,1,1,TRUE,"Low"
"1608",4.5,56974336,0,"Low",46.5945945945946,1724,37,4,4,1,TRUE,"Low"
"1609",4,37110784,4.99,"Low",1.13953488372093,49,43,9,5,1,TRUE,"Middle"
"1610",2,96468992,2.99,"Low",0.394736842105263,15,38,12,0,6,TRUE,"Middle"
"1611",4.5,2088777728,0,"Low",29.4210526315789,1118,38,17,5,13,TRUE,"High"
"1612",4.5,228978688,2.99,"Low",1.9,76,40,12,4,1,TRUE,"Middle"
"1613",5,129219584,0,"Low",5.18918918918919,192,37,4,5,32,TRUE,"Low"
"1614",4,158025728,0,"Low",2.39473684210526,91,38,9,5,1,TRUE,"Middle"
"1615",4,38211584,3.99,"Low",2.3953488372093,103,43,9,4,1,TRUE,"Middle"
"1616",4.5,205271040,0,"Low",528.093023255814,22708,43,12,5,15,TRUE,"Middle"
"1617",4.5,76231680,0.99,"Low",2.13513513513514,79,37,4,5,1,TRUE,"Low"
"1618",0,120057856,3.99,"Low",0,0,38,4,0,1,TRUE,"Low"
"1619",4.5,936792064,2.99,"Low",7.525,301,40,12,5,5,TRUE,"Middle"
"1620",0,253679616,0,"Low",0,0,37,4,5,2,TRUE,"Low"
"1621",4,171192320,1.99,"Low",4.63157894736842,176,38,9,5,8,TRUE,"Middle"
"1622",4.5,105649152,0,"Low",0.208333333333333,5,24,17,5,1,TRUE,"High"
"1623",4.5,68373504,4.99,"Low",3.02702702702703,112,37,9,5,18,TRUE,"Middle"
"1624",4.5,205250560,0.99,"Low",12.8604651162791,553,43,17,5,15,TRUE,"High"
"1625",4.5,69952512,0,"Low",13.575,543,40,12,5,6,TRUE,"Middle"
"1626",4,1820131328,4.99,"Low",0.675675675675676,25,37,12,5,10,TRUE,"Middle"
"1627",4,59441152,2.99,"Low",5.58139534883721,240,43,9,5,2,TRUE,"Middle"
"1628",4.5,44660067,0.99,"Low",0.813953488372093,35,43,4,5,1,TRUE,"Low"
"1629",4.5,537749504,14.99,"High",5.625,225,40,9,5,12,TRUE,"Middle"
"1630",4.5,108691456,0,"Low",8.45945945945946,313,37,4,5,6,TRUE,"Low"
"1631",4,40968192,0,"Low",20.1,804,40,4,5,20,TRUE,"Low"
"1632",4.5,611252780,6.99,"Normal",10.7916666666667,259,24,4,5,1,TRUE,"Low"
"1633",4.5,2251403264,3.99,"Low",5.41025641025641,211,39,4,5,1,TRUE,"Low"
"1634",5,42951284,0.99,"Low",34.1627906976744,1469,43,12,5,2,TRUE,"Middle"
"1635",4.5,1829599232,0,"Low",10.5128205128205,410,39,12,5,13,TRUE,"Middle"
"1636",4,123449344,0,"Low",0.0232558139534884,1,43,4,5,1,TRUE,"Low"
"1637",4.5,79133696,2.99,"Low",0.975,39,40,4,5,15,TRUE,"Low"
"1638",4.5,123656192,2.99,"Low",4.64864864864865,172,37,4,5,28,TRUE,"Low"
"1639",3.5,126825472,0,"Low",0.105263157894737,4,38,9,3,16,TRUE,"Middle"
"1640",5,175430656,2.99,"Low",52.4054054054054,1939,37,4,5,11,TRUE,"Low"
"1641",4.5,99624960,0,"Low",34.8108108108108,1288,37,4,1,23,TRUE,"Low"
"1642",4,634097664,2.99,"Low",1.1,44,40,4,4,9,TRUE,"Low"
"1643",4.5,138681344,1.99,"Low",2.89189189189189,107,37,17,5,1,TRUE,"High"
"1644",4,77213696,3.99,"Low",0.256410256410256,10,39,4,4,1,TRUE,"Low"
"1645",4.5,214962176,0,"Low",5.08108108108108,188,37,4,5,6,TRUE,"Low"
"1646",4.5,18385920,0,"Low",5.64864864864865,209,37,4,0,3,TRUE,"Low"
"1647",4.5,112688128,0,"Low",0.243243243243243,9,37,4,0,16,TRUE,"Low"
"1648",5,49825792,9.99,"Normal",45.9090909090909,505,11,4,0,32,TRUE,"Low"
"1649",4.5,177899520,0,"Low",0.486486486486487,18,37,4,5,45,TRUE,"Low"
"1650",3,27543552,4.99,"Low",0.210526315789474,8,38,17,1,4,TRUE,"High"
"1651",4.5,69116928,0,"Low",0.0540540540540541,2,37,4,5,2,TRUE,"Low"
"1652",5,82499584,1.99,"Low",0.368421052631579,14,38,4,5,13,TRUE,"Low"
"1653",4.5,1161168896,4.99,"Low",26.8139534883721,1153,43,17,3,8,TRUE,"High"
"1654",4.5,72671232,0.99,"Low",24.6052631578947,935,38,4,5,13,TRUE,"Low"
"1655",4.5,24925184,2.99,"Low",0.0540540540540541,2,37,4,5,9,TRUE,"Low"
"1656",4,21319680,0,"Low",46.7368421052632,1776,38,4,5,11,TRUE,"Low"
"1657",1.5,67862528,0,"Low",0.833333333333333,20,24,4,5,2,TRUE,"Low"
"1658",4.5,26681344,0,"Low",0.756756756756757,28,37,17,5,2,TRUE,"High"
"1659",4.5,89534464,6.99,"Normal",3.18421052631579,121,38,4,0,6,TRUE,"Low"
"1660",1,19306496,0.99,"Low",0.96,24,25,12,3,29,TRUE,"Middle"
"1661",0,12864512,0,"Low",0,0,37,4,0,2,TRUE,"Low"
"1662",3.5,1024388096,0,"Low",4.02631578947368,153,38,17,5,11,TRUE,"High"
"1663",0,110405632,0,"Low",0,0,40,12,0,1,TRUE,"Middle"
"1664",4.5,136165376,0,"Low",2.42105263157895,92,38,4,5,10,TRUE,"Low"
"1665",4.5,1522363392,0,"Low",12.3513513513514,457,37,12,5,1,TRUE,"Middle"
"1666",0,14505984,0,"Low",0,0,37,4,5,4,TRUE,"Low"
"1667",4,70962176,0.99,"Low",5.39473684210526,205,38,4,5,19,TRUE,"Low"
"1668",3.5,520400896,4.99,"Low",0.875,21,24,4,5,1,TRUE,"Low"
"1669",0,108883968,0,"Low",0,0,37,4,0,1,TRUE,"Low"
"1670",4.5,85116928,0.99,"Low",0.0810810810810811,3,37,4,5,1,TRUE,"Low"
"1671",4.5,1272736768,0,"Low",0.675675675675676,25,37,4,5,5,TRUE,"Low"
"1672",3,56379392,0,"Low",0.0540540540540541,2,37,4,5,15,TRUE,"Low"
"1673",4.5,51728384,0.99,"Low",0.813953488372093,35,43,4,5,1,TRUE,"Low"
"1674",3.5,109844480,0,"Low",4.97297297297297,184,37,4,5,4,TRUE,"Low"
"1675",0,108479488,0.99,"Low",0,0,38,17,4,2,TRUE,"High"
"1676",2.5,671744,1.99,"Low",0.375,15,40,4,1,1,TRUE,"Low"
"1677",4.5,186687488,0,"Low",11.3243243243243,419,37,4,5,7,TRUE,"Low"
"1678",4.5,80175104,9.99,"Normal",5.63157894736842,214,38,4,0,1,TRUE,"Low"
"1679",5,68196352,0,"Low",5.2972972972973,196,37,4,5,1,TRUE,"Low"
"1680",4.5,48523264,1.99,"Low",4.02631578947368,153,38,17,4,5,TRUE,"High"
"1681",5,76228608,0,"Low",0.0540540540540541,2,37,12,0,1,TRUE,"Middle"
"1682",4.5,875347968,2.99,"Low",19.2631578947368,732,38,12,5,8,TRUE,"Middle"
"1683",4.5,185881600,0,"Low",4.39473684210526,167,38,17,5,12,TRUE,"High"
"1684",3,319086592,0.99,"Low",0.05,2,40,4,3,2,TRUE,"Low"
"1685",3.5,18944000,0,"Low",5.10526315789474,194,38,4,2,2,TRUE,"Low"
"1686",4.5,285233152,0,"Low",4.21621621621622,156,37,4,0,29,TRUE,"Low"
"1687",4,13821952,1.99,"Low",0.324324324324324,12,37,4,4,22,TRUE,"Low"
"1688",5,62429184,0,"Low",0.0526315789473684,2,38,4,5,1,TRUE,"Low"
"1689",4.5,1032812544,49.99,"High",0.708333333333333,17,24,4,5,1,TRUE,"Low"
"1690",0,4255744,4.99,"Low",0,0,38,4,5,1,TRUE,"Low"
"1691",1,52864000,0,"Low",4.45945945945946,165,37,12,3,12,TRUE,"Middle"
"1692",3.5,184817664,0,"Low",2.16216216216216,80,37,12,4,11,TRUE,"Middle"
"1693",5,185147392,4.99,"Low",1.075,43,40,9,5,1,TRUE,"Middle"
"1694",4,120232960,0,"Low",33.8648648648649,1253,37,12,5,34,TRUE,"Middle"
"1695",4.5,96925696,0,"Low",73.8947368421053,2808,38,4,5,1,TRUE,"Low"
