"","user_rating_ver","size_bytes","price","price_degree","avg_rating_count_ver","rating_count_ver","sup_devices_num","cont_rating","ipad_sc_urls_num","lang_num","vpp_lic","cont_rating_degree"
"3879",0,28254208,0,"Low",0,0,38,4,4,4,TRUE,"Low"
"3880",2,47817728,0,"Low",0.513513513513513,19,37,4,2,1,TRUE,"Low"
"3881",3.5,57004032,4.99,"Low",5.55813953488372,239,43,9,4,1,TRUE,"Middle"
"3882",4,237295616,0,"Low",0.675675675675676,25,37,4,5,21,TRUE,"Low"
"3883",4.5,194486272,2.99,"Low",0.864864864864865,32,37,4,0,1,TRUE,"Low"
"3884",5,135406592,3.99,"Low",0.8,32,40,4,5,1,TRUE,"Low"
"3885",4.5,181778432,0,"Low",0.710526315789474,27,38,12,4,3,TRUE,"Middle"
"3886",4.5,106096640,0,"Low",0.315789473684211,12,38,4,5,11,TRUE,"Low"
"3887",3,99517440,0,"Low",0.315789473684211,12,38,4,5,1,TRUE,"Low"
"3888",4,102620160,0,"Low",3.92105263157895,149,38,4,4,1,TRUE,"Low"
"3889",1,144324608,4.99,"Low",0.0263157894736842,1,38,4,5,32,TRUE,"Low"
"3890",4,1107044352,0,"Low",1.4,35,25,12,5,1,TRUE,"Middle"
"3891",4.5,620323840,0,"Low",4.97368421052632,189,38,9,5,5,TRUE,"Middle"
"3892",4.5,138526720,0.99,"Low",49.725,1989,40,9,5,1,TRUE,"Middle"
"3893",5,10645504,0,"Low",0.027027027027027,1,37,4,2,2,TRUE,"Low"
"3894",1.5,11371520,1.99,"Low",0.891891891891892,33,37,4,0,1,TRUE,"Low"
"3895",4.5,48586752,3.99,"Low",0.72972972972973,27,37,4,5,1,TRUE,"Low"
"3896",4.5,53430272,0,"Low",54.0263157894737,2053,38,4,5,1,TRUE,"Low"
"3897",4.5,126610432,0,"Low",4.05405405405405,150,37,12,5,10,TRUE,"Middle"
"3898",4,46831616,0,"Low",0.216216216216216,8,37,4,5,14,TRUE,"Low"
"3899",2,232875008,0,"Low",0.351351351351351,13,37,4,1,1,TRUE,"Low"
"3900",0,16020480,0,"Low",0,0,37,4,5,1,TRUE,"Low"
"3901",5,63421440,0,"Low",0.0526315789473684,2,38,4,5,2,TRUE,"Low"
"3902",5,40531968,1.99,"Low",14,532,38,4,4,1,TRUE,"Low"
"3903",0,111504384,0,"Low",0,0,37,4,5,1,TRUE,"Low"
"3904",0,347035648,7.99,"Normal",0,0,38,4,5,8,TRUE,"Low"
"3905",4.5,153125888,0,"Low",2.97368421052632,113,38,12,5,33,TRUE,"Middle"
"3906",4.5,68730880,4.99,"Low",3.02702702702703,112,37,9,5,16,TRUE,"Middle"
"3907",4.5,338048000,0,"Low",0.459459459459459,17,37,9,5,1,TRUE,"Middle"
"3908",2.5,43257856,1.99,"Low",0.0810810810810811,3,37,17,5,10,TRUE,"High"
"3909",2,15470592,3.99,"Low",0.846153846153846,11,13,4,0,1,TRUE,"Low"
"3910",4.5,296790016,0,"Low",3.86486486486486,143,37,4,5,1,TRUE,"Low"
"3911",3,17825792,1.99,"Low",0.351351351351351,13,37,4,0,1,TRUE,"Low"
"3912",4.5,29124608,0,"Low",12.7,508,40,4,5,16,TRUE,"Low"
"3913",4.5,36184064,0,"Low",5.15,206,40,12,4,1,TRUE,"Middle"
"3914",4,910734336,8.99,"Normal",1.24324324324324,46,37,4,5,1,TRUE,"Low"
"3915",5,74728448,0,"Low",13.925,557,40,12,5,1,TRUE,"Middle"
"3916",0,238636032,0.99,"Low",0,0,43,9,5,1,TRUE,"Middle"
"3917",1,73683968,1.99,"Low",0.025,1,40,4,5,1,TRUE,"Low"
"3918",4.5,74420224,0,"Low",31.4736842105263,1196,38,4,5,3,TRUE,"Low"
"3919",0,5113856,0,"Low",0,0,37,4,2,2,TRUE,"Low"
"3920",4.5,152692736,0,"Low",6.91891891891892,256,37,9,5,1,TRUE,"Middle"
"3921",4.5,124445696,3.99,"Low",2.34210526315789,89,38,9,5,13,TRUE,"Middle"
"3922",4,576817152,0,"Low",3.78378378378378,140,37,9,5,22,TRUE,"Middle"
"3923",4.5,52744192,2.99,"Low",0.225,9,40,9,5,2,TRUE,"Middle"
"3924",4.5,243613696,1.99,"Low",8.89189189189189,329,37,4,5,1,TRUE,"Low"
"3925",4.5,484895744,0,"Low",16.6216216216216,615,37,4,5,6,TRUE,"Low"
"3926",4.5,299850752,0,"Low",2.05263157894737,78,38,4,5,1,TRUE,"Low"
"3927",0,97424384,0,"Low",0,0,37,4,2,5,TRUE,"Low"
"3928",5,276512768,0,"Low",0.351351351351351,13,37,9,5,1,TRUE,"Middle"
"3929",5,64735232,0,"Low",2.13513513513514,79,37,4,0,1,TRUE,"Low"
"3930",4,159918080,2.99,"Low",1.225,49,40,12,5,1,TRUE,"Middle"
"3931",4,207542272,0,"Low",0.815789473684211,31,38,4,5,1,TRUE,"Low"
"3932",0,76367872,4.99,"Low",0,0,37,4,5,4,TRUE,"Low"
"3933",0,134074368,0,"Low",0,0,43,9,5,1,TRUE,"Middle"
"3934",0,82006016,0,"Low",0,0,37,17,0,1,TRUE,"High"
"3935",4,701620224,4.99,"Low",18.76,469,25,4,4,6,TRUE,"Low"
"3936",4.5,246233088,3.99,"Low",24.5789473684211,934,38,12,5,11,TRUE,"Middle"
"3937",4.5,501043200,0,"Low",28.027027027027,1037,37,17,5,1,TRUE,"High"
"3938",4,511979520,0,"Low",0.0263157894736842,1,38,12,0,1,TRUE,"Middle"
"3939",4.5,385683456,0,"Low",11.1891891891892,414,37,12,5,45,TRUE,"Middle"
"3940",4,135558144,0,"Low",3.075,123,40,9,5,1,TRUE,"Middle"
"3941",3,7944192,0,"Low",1,37,37,4,2,1,TRUE,"Low"
"3942",0,986284032,2.99,"Low",0,0,37,4,5,3,TRUE,"Low"
"3943",4.5,124185600,0,"Low",5.86486486486486,217,37,4,5,13,TRUE,"Low"
"3944",4.5,221279232,0,"Low",19.2702702702703,713,37,4,5,1,TRUE,"Low"
"3945",0,32125952,0.99,"Low",0,0,38,12,0,2,TRUE,"Middle"
"3946",0,46157824,0,"Low",0,0,38,17,0,2,TRUE,"High"
"3947",5,108232704,0.99,"Low",1.78947368421053,68,38,12,5,1,TRUE,"Middle"
"3948",0,47736832,0,"Low",0,0,40,4,5,1,TRUE,"Low"
"3949",4,1563693056,4.99,"Low",1.52631578947368,58,38,12,5,6,TRUE,"Middle"
"3950",4.5,136355840,0,"Low",2.71052631578947,103,38,12,5,12,TRUE,"Middle"
"3951",4.5,359676928,0,"Low",176.054054054054,6514,37,4,5,12,TRUE,"Low"
"3952",4.5,149613568,0,"Low",8.8421052631579,336,38,4,5,1,TRUE,"Low"
"3953",2.5,51138560,0,"Low",0.378378378378378,14,37,12,0,1,TRUE,"Middle"
"3954",4,143093760,0.99,"Low",5.625,225,40,9,5,1,TRUE,"Middle"
"3955",4.5,149815296,0.99,"Low",19.075,763,40,12,4,1,TRUE,"Middle"
"3956",4,153828352,0.99,"Low",5.4,216,40,9,5,1,TRUE,"Middle"
"3957",4,173576192,0,"Low",12.3157894736842,468,38,4,5,1,TRUE,"Low"
"3958",4.5,153812992,0.99,"Low",18.925,757,40,9,5,1,TRUE,"Middle"
"3959",4.5,157528064,0.99,"Low",20.15,806,40,12,5,1,TRUE,"Middle"
"3960",0,48274432,0,"Low",0,0,37,4,0,5,TRUE,"Low"
"3961",5,254512128,1.99,"Low",0.184210526315789,7,38,17,5,2,TRUE,"High"
"3962",2,99423232,0,"Low",0.2,5,25,4,5,0,TRUE,"Low"
"3963",0,291697664,0,"Low",0,0,37,12,5,6,TRUE,"Middle"
"3964",2,4703232,1.99,"Low",2.21621621621622,82,37,4,5,1,TRUE,"Low"
"3965",4.5,29577216,0,"Low",3.08108108108108,114,37,9,5,1,TRUE,"Middle"
"3966",5,46465024,3.99,"Low",4.02702702702703,149,37,4,5,1,TRUE,"Low"
"3967",4.5,40559616,1.99,"Low",2.21621621621622,82,37,4,5,1,TRUE,"Low"
"3968",4.5,107602944,0,"Low",2.67567567567568,99,37,4,5,4,TRUE,"Low"
"3969",0,75766784,0,"Low",0,0,37,9,5,1,TRUE,"Middle"
"3970",0,31092736,0,"Low",0,0,40,4,5,2,TRUE,"Low"
"3971",0,49234944,0,"Low",0,0,38,4,3,1,TRUE,"Low"
"3972",5,123645952,0,"Low",0.027027027027027,1,37,9,3,1,TRUE,"Middle"
"3973",4,172115968,0,"Low",0.783783783783784,29,37,4,5,4,TRUE,"Low"
"3974",5,165923840,0,"Low",0.027027027027027,1,37,4,5,8,TRUE,"Low"
"3975",4.5,33028096,0,"Low",56.575,2263,40,12,5,2,TRUE,"Middle"
"3976",0,133136384,0,"Low",0,0,37,4,5,2,TRUE,"Low"
"3977",0,201411584,0.99,"Low",0,0,40,4,5,1,TRUE,"Low"
"3978",4.5,24906752,0,"Low",0.432432432432432,16,37,4,5,1,TRUE,"Low"
"3979",3,68513792,0,"Low",7.75675675675676,287,37,4,0,1,TRUE,"Low"
"3980",5,49049600,1.99,"Low",1.40540540540541,52,37,4,5,1,TRUE,"Low"
"3981",4,65553408,1.99,"Low",7.97368421052632,303,38,4,5,1,TRUE,"Low"
"3982",5,133328896,0,"Low",4.27272727272727,47,11,4,0,1,TRUE,"Low"
"3983",4,173878272,0,"Low",52.3947368421053,1991,38,4,5,1,TRUE,"Low"
"3984",4,106136576,0,"Low",0.263157894736842,10,38,12,5,2,TRUE,"Middle"
"3985",0,69114880,2.99,"Low",0,0,37,4,5,2,TRUE,"Low"
"3986",4.5,403637248,4.99,"Low",6.37837837837838,236,37,9,1,1,TRUE,"Middle"
"3987",0,156032000,0,"Low",0,0,40,17,5,1,TRUE,"High"
"3988",0,124522496,0,"Low",0,0,40,4,5,1,TRUE,"Low"
"3989",4.5,39411712,0,"Low",20.3023255813953,873,43,4,5,2,TRUE,"Low"
"3990",4.5,110904320,0,"Low",1.18421052631579,45,38,12,5,5,TRUE,"Middle"
"3991",0,107292672,0,"Low",0,0,38,4,0,1,TRUE,"Low"
"3992",5,39056384,0,"Low",0.027027027027027,1,37,4,0,2,TRUE,"Low"
"3993",4.5,400202752,2.99,"Low",8.25,330,40,4,5,1,TRUE,"Low"
"3994",3,15900672,0,"Low",0.621621621621622,23,37,17,5,1,TRUE,"High"
"3995",4,222483456,0,"Low",1.39473684210526,53,38,4,5,11,TRUE,"Low"
"3996",4.5,373096448,4.99,"Low",1,37,37,9,5,1,TRUE,"Middle"
"3997",5,456900608,0,"Low",1.18918918918919,44,37,17,5,1,TRUE,"High"
"3998",5,95766528,0,"Low",0.105263157894737,4,38,4,5,45,TRUE,"Low"
"3999",5,71816192,0,"Low",0.027027027027027,1,37,4,0,5,TRUE,"Low"
"4000",4.5,37767168,4.99,"Low",8.27027027027027,306,37,4,5,11,TRUE,"Low"
"4001",4.5,109857792,2.99,"Low",0.184210526315789,7,38,4,5,1,TRUE,"Low"
"4002",4.5,126582784,2.99,"Low",0.125,5,40,4,4,1,TRUE,"Low"
"4003",4,295681024,0,"Low",5.23684210526316,199,38,4,5,1,TRUE,"Low"
"4004",0,65695744,0,"Low",0,0,38,4,5,2,TRUE,"Low"
"4005",5,106076160,0,"Low",14.7368421052632,560,38,4,3,7,TRUE,"Low"
"4006",4.5,60974080,0.99,"Low",0.65,26,40,9,5,13,TRUE,"Middle"
"4007",5,217393152,1.99,"Low",0.0263157894736842,1,38,12,5,1,TRUE,"Middle"
"4008",5,39306240,0,"Low",17,629,37,4,5,1,TRUE,"Low"
"4009",3,47478784,9.99,"Normal",0.166666666666667,4,24,4,5,1,TRUE,"Low"
"4010",0,75351040,0.99,"Low",0,0,37,12,0,3,TRUE,"Middle"
"4011",2,757837824,1.99,"Low",0.105263157894737,4,38,4,0,1,TRUE,"Low"
"4012",3.5,757911552,1.99,"Low",1.25,30,24,4,5,1,TRUE,"Low"
"4013",0,224096256,11.99,"High",0,0,38,4,4,1,TRUE,"Low"
"4014",0,2170589184,9.99,"Normal",0,0,40,12,0,2,FALSE,"Middle"
"4015",3.5,8642560,0,"Low",0.05,2,40,4,3,1,TRUE,"Low"
"4016",4,111042560,0.99,"Low",0.571428571428571,20,35,4,4,1,TRUE,"Low"
"4017",0,182903808,2.99,"Low",0,0,40,4,1,9,TRUE,"Low"
"4018",4.5,332068864,0,"Low",0.184210526315789,7,38,4,5,21,TRUE,"Low"
"4019",4.5,201636864,0,"Low",1.13157894736842,43,38,4,5,10,TRUE,"Low"
"4020",4.5,29283328,0,"Low",0.189189189189189,7,37,4,5,11,TRUE,"Low"
"4021",5,35611648,0,"Low",19.7027027027027,729,37,4,5,1,TRUE,"Low"
"4022",4.5,62609408,3.99,"Low",0.594594594594595,22,37,4,5,1,TRUE,"Low"
"4023",3.5,191375360,2.99,"Low",0.184210526315789,7,38,4,5,3,TRUE,"Low"
"4024",4.5,105433088,1.99,"Low",8.92105263157895,339,38,4,5,1,TRUE,"Low"
"4025",5,167431168,0,"Low",67.3684210526316,2560,38,12,5,1,TRUE,"Middle"
"4026",3.5,48627712,0,"Low",0.72972972972973,27,37,9,5,1,TRUE,"Middle"
"4027",4.5,110992384,0,"Low",2.45945945945946,91,37,4,0,1,TRUE,"Low"
"4028",3.5,503320576,0,"Low",0.0526315789473684,2,38,12,5,4,TRUE,"Middle"
"4029",0,57844736,0,"Low",0,0,40,4,3,1,TRUE,"Low"
"4030",0,33636352,0,"Low",0,0,40,4,5,2,TRUE,"Low"
"4031",0,90811392,0,"Low",0,0,40,9,4,2,TRUE,"Middle"
"4032",4,303450112,4.99,"Low",23.9459459459459,886,37,9,5,8,TRUE,"Middle"
"4033",3.5,1491860480,3.99,"Low",0.189189189189189,7,37,4,5,1,TRUE,"Low"
"4034",3,114122752,0,"Low",1.2972972972973,48,37,17,0,1,TRUE,"High"
"4035",4.5,257001472,0,"Low",13.5135135135135,500,37,4,5,10,TRUE,"Low"
"4036",4,1322848256,0,"Low",12.6,441,35,9,5,1,TRUE,"Middle"
"4037",5,205487104,0,"Low",0.0416666666666667,1,24,4,5,12,TRUE,"Low"
"4038",4,61841408,3.99,"Low",0.0789473684210526,3,38,12,5,1,TRUE,"Middle"
"4039",4.5,81757184,0,"Low",0.486486486486487,18,37,9,5,10,TRUE,"Middle"
"4040",4,139665408,0.99,"Low",25.875,1035,40,9,5,1,TRUE,"Middle"
"4041",5,69587968,7.99,"Normal",0.0263157894736842,1,38,4,5,1,TRUE,"Low"
"4042",2,14284800,0,"Low",0.243243243243243,9,37,4,5,1,TRUE,"Low"
"4043",3.5,12481536,9.99,"Normal",1.56756756756757,58,37,17,5,7,TRUE,"High"
"4044",4.5,1488330752,6.99,"Normal",0.375,9,24,9,5,4,TRUE,"Middle"
"4045",3,1279516672,2.99,"Low",0.105263157894737,4,38,9,0,4,TRUE,"Middle"
"4046",3.5,498358272,0.99,"Low",2.28,57,25,4,0,1,TRUE,"Low"
"4047",4,249491456,3.99,"Low",2.97297297297297,110,37,4,4,1,TRUE,"Low"
"4048",5,49191936,0,"Low",0.0263157894736842,1,38,9,3,4,TRUE,"Middle"
"4049",4,207105024,0,"Low",2.13513513513514,79,37,9,5,17,TRUE,"Middle"
"4050",4.5,243888128,0,"Low",68.6756756756757,2541,37,4,5,1,TRUE,"Low"
"4051",4.5,104204288,1.99,"Low",0.972972972972973,36,37,4,5,21,TRUE,"Low"
"4052",4.5,76221440,2.99,"Low",0.486486486486487,18,37,4,0,1,TRUE,"Low"
"4053",3.5,177739776,2.99,"Low",0.116279069767442,5,43,4,5,1,TRUE,"Low"
"4054",5,54482944,3.99,"Low",4.16216216216216,154,37,12,0,1,TRUE,"Middle"
"4055",4,169833472,2.99,"Low",0.594594594594595,22,37,4,5,1,TRUE,"Low"
"4056",4.5,185430016,0,"Low",2.37837837837838,88,37,4,5,11,TRUE,"Low"
"4057",3.5,84481024,0,"Low",0.864864864864865,32,37,4,0,8,TRUE,"Low"
"4058",4,191037440,0,"Low",3.86842105263158,147,38,9,5,10,TRUE,"Middle"
"4059",3.5,74873856,0.99,"Low",2.59459459459459,96,37,9,5,3,TRUE,"Middle"
"4060",3.5,1170735104,6.99,"Normal",3.125,75,24,9,5,4,TRUE,"Middle"
"4061",0,69612544,0,"Low",0,0,40,17,5,1,TRUE,"High"
"4062",4,200108032,0,"Low",33.475,1339,40,9,5,1,TRUE,"Middle"
"4063",4.5,61465600,0,"Low",6.125,245,40,4,5,3,TRUE,"Low"
"4064",4,42460160,0,"Low",0.0810810810810811,3,37,4,4,1,TRUE,"Low"
"4065",5,38659072,0,"Low",0.0263157894736842,1,38,17,5,1,TRUE,"High"
"4066",3,212710400,0,"Low",0.394736842105263,15,38,9,5,17,TRUE,"Middle"
"4067",5,41671680,3.99,"Low",3.15789473684211,120,38,12,5,1,TRUE,"Middle"
"4068",4.5,293599232,4.99,"Low",4.75675675675676,176,37,12,5,10,TRUE,"Middle"
"4069",0,54054912,0,"Low",0,0,37,4,5,2,TRUE,"Low"
"4070",0,192418816,0,"Low",0,0,37,4,5,2,TRUE,"Low"
"4071",4.5,277534720,3.99,"Low",0.108108108108108,4,37,12,5,1,TRUE,"Middle"
"4072",4.5,192278528,1.99,"Low",0.394736842105263,15,38,9,5,5,TRUE,"Middle"
"4073",0,76766208,1.99,"Low",0,0,37,4,5,5,TRUE,"Low"
"4074",4.5,90105856,0,"Low",6.45945945945946,239,37,4,5,1,TRUE,"Low"
"4075",4.5,69795840,0,"Low",2.24324324324324,83,37,9,4,1,TRUE,"Middle"
"4076",4,34252800,0,"Low",0.702702702702703,26,37,4,5,2,TRUE,"Low"
"4077",5,977829888,5.99,"Normal",11.7368421052632,446,38,9,4,1,TRUE,"Middle"
"4078",0,58049536,0,"Low",0,0,37,12,0,8,TRUE,"Middle"
"4079",4.5,95607808,1.99,"Low",0.075,3,40,4,5,1,TRUE,"Low"
"4080",4.5,48860160,1.99,"Low",1.02631578947368,39,38,4,3,1,TRUE,"Low"
"4081",4,19676160,0.99,"Low",0.263157894736842,10,38,4,5,1,TRUE,"Low"
"4082",0,105982976,2.99,"Low",0,0,37,4,5,1,TRUE,"Low"
"4083",4.5,69058560,1.99,"Low",0.875,35,40,9,4,1,FALSE,"Middle"
"4084",5,191583232,0,"Low",0.0232558139534884,1,43,4,5,7,TRUE,"Low"
"4085",4,1938644992,15.99,"High",6.16216216216216,228,37,12,5,5,TRUE,"Middle"
"4086",4,140593152,1.99,"Low",0.447368421052632,17,38,4,5,13,TRUE,"Low"
"4087",5,138744832,1.99,"Low",0.558139534883721,24,43,9,5,1,TRUE,"Middle"
"4088",2.5,16390144,0,"Low",0.783783783783784,29,37,12,3,4,TRUE,"Middle"
"4089",0,915254272,0.99,"Low",0,0,37,9,5,1,TRUE,"Middle"
"4090",5,49728512,0,"Low",0.05,2,40,4,4,2,TRUE,"Low"
"4091",5,100000768,0,"Low",0.0263157894736842,1,38,4,5,1,TRUE,"Low"
"4092",4,230893568,0,"Low",1.125,45,40,9,1,33,TRUE,"Middle"
"4093",4,110900224,2.99,"Low",1.65789473684211,63,38,4,3,12,TRUE,"Low"
"4094",5,30931968,0.99,"Low",0.0810810810810811,3,37,12,5,1,TRUE,"Middle"
"4095",3,2116109312,6.99,"Normal",2.16666666666667,52,24,9,5,4,TRUE,"Middle"
"4096",4,1921634304,6.99,"Normal",2.75,66,24,9,5,5,TRUE,"Middle"
"4097",1,31588352,9.99,"Normal",0.0833333333333333,2,24,4,5,1,TRUE,"Low"
"4098",4,40820736,0,"Low",0.5,20,40,4,5,1,TRUE,"Low"
"4099",4.5,174329856,0,"Low",1.59459459459459,59,37,12,5,1,TRUE,"Middle"
"4100",4.5,101574656,7.99,"Normal",0.171428571428571,6,35,4,5,7,TRUE,"Low"
"4101",2.5,119274496,0,"Low",0.0540540540540541,2,37,4,0,5,TRUE,"Low"
"4102",5,262926336,0.99,"Low",4.5,180,40,9,4,1,TRUE,"Middle"
"4103",4,255653888,0,"Low",2.24324324324324,83,37,17,5,15,TRUE,"High"
"4104",0,34300928,6.99,"Normal",0,0,37,4,5,1,TRUE,"Low"
"4105",3.5,257843200,0,"Low",2.63157894736842,100,38,4,5,1,TRUE,"Low"
"4106",4.5,124692480,0,"Low",9.63157894736842,366,38,9,5,14,TRUE,"Middle"
"4107",0,105643008,0,"Low",0,0,38,4,0,1,TRUE,"Low"
"4108",4.5,155375616,0,"Low",0.236842105263158,9,38,4,5,1,TRUE,"Low"
"4109",0,98246656,0,"Low",0,0,40,9,5,1,TRUE,"Middle"
"4110",0,70312960,1.99,"Low",0,0,38,4,0,1,TRUE,"Low"
"4111",4,905351168,6.99,"Normal",0.791666666666667,19,24,9,5,5,TRUE,"Middle"
"4112",3,1563414528,6.99,"Normal",0.25,6,24,9,4,4,TRUE,"Middle"
"4113",2.5,1556369408,2.99,"Low",0.0555555555555556,2,36,9,0,4,TRUE,"Middle"
"4114",4,34612224,2.99,"Low",0.2,8,40,4,5,1,TRUE,"Low"
"4115",4.5,50814976,2.99,"Low",127.395348837209,5478,43,12,5,1,TRUE,"Middle"
"4116",4.5,14188544,0,"Low",11.825,473,40,9,3,1,TRUE,"Middle"
"4117",0,39042048,0,"Low",0,0,38,12,4,1,TRUE,"Middle"
"4118",4.5,37478400,0,"Low",0.0789473684210526,3,38,4,3,1,TRUE,"Low"
"4119",4,298553344,2.99,"Low",1.15,46,40,4,5,12,TRUE,"Low"
"4120",3,265895936,2.99,"Low",0.189189189189189,7,37,4,5,32,TRUE,"Low"
"4121",3.5,230628352,2.99,"Low",1.375,55,40,4,5,17,TRUE,"Low"
"4122",5,493512704,0,"Low",0.157894736842105,6,38,12,1,1,TRUE,"Middle"
"4123",2.5,142795776,0.99,"Low",0.0540540540540541,2,37,12,5,1,TRUE,"Middle"
"4124",4.5,233364480,3.99,"Low",1.25,50,40,4,5,1,TRUE,"Low"
"4125",5,97181696,0,"Low",0.425,17,40,12,5,1,TRUE,"Middle"
"4126",0,104366080,0,"Low",0,0,40,17,0,1,TRUE,"High"
"4127",0,34686976,1.99,"Low",0,0,37,4,5,1,TRUE,"Low"
"4128",4.5,249143296,0,"Low",20.7894736842105,790,38,9,5,1,TRUE,"Middle"
"4129",0,25467904,0,"Low",0,0,38,17,5,31,TRUE,"High"
"4130",4.5,233611264,3.99,"Low",4.375,175,40,4,4,1,TRUE,"Low"
"4131",0,90249216,2.99,"Low",0,0,38,17,1,1,TRUE,"High"
"4132",5,245289984,0,"Low",4.075,163,40,4,5,1,TRUE,"Low"
"4133",4.5,128109568,1.99,"Low",0.5,20,40,4,0,11,TRUE,"Low"
"4134",5,255006720,3.99,"Low",0.0416666666666667,1,24,4,5,1,TRUE,"Low"
"4135",3.5,125702144,0,"Low",0.375,9,24,4,5,10,TRUE,"Low"
"4136",4.5,149087232,0,"Low",0.925,37,40,9,5,1,TRUE,"Middle"
"4137",0,555863040,3.99,"Low",0,0,38,4,5,13,TRUE,"Low"
"4138",4.5,94545920,0,"Low",19.1351351351351,708,37,9,0,8,TRUE,"Middle"
"4139",0,64180224,0,"Low",0,0,38,4,2,5,TRUE,"Low"
"4140",4,323284992,4.99,"Low",0.75,30,40,12,1,1,TRUE,"Middle"
"4141",4.5,206535680,0,"Low",1.5,60,40,4,5,6,TRUE,"Low"
"4142",2.5,240695296,0,"Low",0.675675675675676,25,37,12,5,1,TRUE,"Middle"
"4143",3.5,239798272,1.99,"Low",0.108108108108108,4,37,12,5,1,TRUE,"Middle"
"4144",3,32174080,0.99,"Low",0.0810810810810811,3,37,4,0,14,TRUE,"Low"
"4145",4,59480064,0,"Low",5.08108108108108,188,37,12,5,1,TRUE,"Middle"
"4146",4,39518208,0,"Low",0.973684210526316,37,38,4,2,1,TRUE,"Low"
"4147",3.5,51452928,0,"Low",0.108108108108108,4,37,12,5,1,TRUE,"Middle"
"4148",4.5,179424256,0.99,"Low",3.725,149,40,4,5,1,TRUE,"Low"
"4149",0,153040896,0,"Low",0,0,37,4,5,7,TRUE,"Low"
"4150",0,39891968,0,"Low",0,0,37,12,4,2,TRUE,"Middle"
"4151",5,78232576,0,"Low",0.378378378378378,14,37,4,0,1,TRUE,"Low"
"4152",5,113420288,0,"Low",0.027027027027027,1,37,12,0,1,TRUE,"Middle"
"4153",0,27117568,0,"Low",0,0,37,4,1,9,TRUE,"Low"
"4154",4.5,114930688,0,"Low",1.44736842105263,55,38,4,4,1,TRUE,"Low"
"4155",4,218082304,2.99,"Low",1.05405405405405,39,37,4,5,1,TRUE,"Low"
"4156",0,95488000,0,"Low",0,0,37,17,3,2,TRUE,"High"
"4157",0,80800768,0,"Low",0,0,38,12,0,1,TRUE,"Middle"
"4158",5,42884096,0,"Low",0.0263157894736842,1,38,12,0,1,TRUE,"Middle"
"4159",0,85194752,0,"Low",0,0,38,12,5,2,TRUE,"Middle"
"4160",0,81313792,0,"Low",0,0,37,17,0,2,TRUE,"High"
"4161",0,45920256,0,"Low",0,0,40,17,0,1,TRUE,"High"
"4162",4,112641024,0,"Low",0.105263157894737,4,38,4,5,16,TRUE,"Low"
"4163",5,211572736,2.99,"Low",0.342105263157895,13,38,9,5,10,TRUE,"Middle"
"4164",4.5,138332160,0,"Low",2.42105263157895,92,38,4,5,11,TRUE,"Low"
"4165",5,129245184,0,"Low",0.025,1,40,12,5,13,TRUE,"Middle"
"4166",3.5,78394368,0,"Low",1.2972972972973,48,37,4,0,1,TRUE,"Low"
"4167",0,74308608,0,"Low",0,0,37,4,0,2,TRUE,"Low"
"4168",5,68480000,0,"Low",2.05405405405405,76,37,4,5,4,TRUE,"Low"
"4169",4,327118848,2.99,"Low",0.131578947368421,5,38,4,5,1,TRUE,"Low"
"4170",4.5,81668096,0,"Low",6.60526315789474,251,38,4,5,17,TRUE,"Low"
"4171",0,378085376,3.99,"Low",0,0,38,4,4,1,TRUE,"Low"
"4172",4.5,164859904,0,"Low",2.37837837837838,88,37,4,5,1,TRUE,"Low"
"4173",3.5,134537216,1.99,"Low",0.710526315789474,27,38,9,5,8,TRUE,"Middle"
"4174",3.5,18505728,1.99,"Low",0.0789473684210526,3,38,12,5,1,TRUE,"Middle"
"4175",3,91105280,0,"Low",3.02631578947368,115,38,12,5,12,TRUE,"Middle"
"4176",3,14913536,0.99,"Low",0.263157894736842,10,38,4,0,2,TRUE,"Low"
"4177",4.5,232399872,0,"Low",16.2307692307692,633,39,4,5,10,TRUE,"Low"
"4178",5,923066368,6.99,"Normal",0.958333333333333,23,24,9,5,4,TRUE,"Middle"
"4179",3.5,1331712000,6.99,"Normal",3.25,78,24,9,5,3,TRUE,"Middle"
"4180",2.5,1331671040,2.99,"Low",0.263157894736842,10,38,9,0,3,TRUE,"Middle"
"4181",5,636086272,3.99,"Low",0.0810810810810811,3,37,9,5,8,TRUE,"Middle"
"4182",5,457690112,4.99,"Low",48.6842105263158,1850,38,12,5,17,TRUE,"Middle"
"4183",0,23192576,0.99,"Low",0,0,37,4,0,31,TRUE,"Low"
"4184",0,17666048,0,"Low",0,0,43,4,4,1,TRUE,"Low"
"4185",0,292899840,0,"Low",0,0,37,17,5,1,TRUE,"High"
"4186",4.5,160432128,0.99,"Low",0.0789473684210526,3,38,9,5,7,TRUE,"Middle"
"4187",4.5,1504883712,0,"Low",12.4864864864865,462,37,4,5,1,TRUE,"Low"
"4188",4.5,160301056,0,"Low",4.02631578947368,153,38,4,5,6,TRUE,"Low"
"4189",4.5,341238784,0,"Low",0.657142857142857,23,35,9,5,15,TRUE,"Middle"
"4190",0,102730752,0,"Low",0,0,38,4,5,1,TRUE,"Low"
"4191",0,629813248,4.99,"Low",0,0,38,12,5,7,TRUE,"Middle"
"4192",4,1925599232,2.99,"Low",3.87878787878788,128,33,12,5,9,TRUE,"Middle"
